asn,org,country,vpn_signals,tor_signals,public_feed_overlap,confidence,sources
48101,Trooli Ltd.,GB,0,1,1,low,tor-radar-network
48239,Scientific-Production Enterprise Information Technologies Ltd,UA,0,1,1,low,tor-radar-network
48282,Hosting technology LTD,RU,0,1,1,low,tor-radar-network
48574,T-Mobile Czech Republic a.s.,CZ,0,1,1,low,tor-radar-network
48635,Your Hosting B.V.,NL,0,1,1,low,tor-radar-network
48678,Pentech Bilisim Teknolojileri Sanayi Ve Ticaret Limited Sirketi,TR,0,1,1,low,tor-radar-network
48823,Hosting.de GmbH,DE,0,1,1,low,tor-radar-network
48926,Pe3ny Net s.r.o.,CZ,0,1,1,low,tor-radar-network
49289,Omegacom S.R.L.S.,IT,0,1,1,low,tor-radar-network
49544,i3D.net B.V,NL,0,1,1,low,tor-radar-network
49592,Pipe Networks LTD,SI,0,1,1,low,tor-radar-network
49601,UNITEL-MEDIA Sp. z o.o.,PL,0,1,1,low,tor-radar-network
49826,Lounea Palvelut Oy,FI,0,1,1,low,tor-radar-network
49855,PLUTEX GmbH,DE,0,1,1,low,tor-radar-network
50049,RedSwitches Pty LTD.,NL,0,1,1,low,tor-radar-network
50053,Anton Levin,KG,0,1,1,low,tor-radar-network
50606,Horyzont Technologie Internetowe sp.z.o.o.,PL,0,1,1,low,tor-radar-network
50629,LWLcom GmbH,EU,0,1,1,low,tor-radar-network
50821,Bredband2 Stockholms Stadsnaet AB,SE,0,1,1,low,tor-radar-network
50840,Marek Bajerski trading as HITME.PL,PL,0,1,1,low,tor-radar-network
51175,Multiplay Sp. z o.o.,PL,0,1,1,low,tor-radar-network
51784,"""X-City"" Ltd.",UA,0,1,1,low,tor-radar-network
51824,PE NIKOLAYENKO NIKOLAY IVANOVICH,UA,0,1,1,low,tor-radar-network
51960,Promarket Computers Sp. z o.o.,PL,0,1,1,low,tor-radar-network
52000,MIRhosting B.V.,NL,0,1,1,low,tor-radar-network
52053,REDHEBERG Association declaree,FR,0,1,1,low,tor-radar-network
52092,"Alf servis, s.r.o.",CZ,0,1,1,low,tor-radar-network
52201,TCTEL,RU,1,0,1,low,asn-vpn-multi-provider
53072,INETVIP TELECOM LTDA,BR,0,1,1,low,tor-radar-network
53808,MoeDove,HK,0,1,1,low,tor-radar-network
53850,"GorillaServers, Inc.",US,0,1,1,low,tor-radar-network
53914,"Genesis Hosting Solutions, LLC",US,0,1,1,low,tor-radar-network
54641,"InMotion Hosting, Inc.",US,0,1,1,low,tor-radar-network
54965,Polytechnic Institute of NYU,US,0,1,1,low,tor-radar-network
55293,"A2 Hosting, Inc.",US,0,1,1,low,tor-radar-network
55423,JasTel Network Company Limited,TH,0,1,1,low,tor-radar-network
55592,"Korea Data Telecommunication Co., Ltd.",KR,0,1,1,low,tor-radar-network
55850,Mercury NZ Limited,NZ,0,1,1,low,tor-radar-network
56380,''IT FRUIT'' S.R.L.,MD,0,1,1,low,tor-radar-network
56611,REBA Communications BV,NL,0,1,1,low,tor-radar-network
57403,HFM S.R.L,RO,0,1,1,low,tor-radar-network
57717,FiberXpress BV,NL,0,1,1,low,tor-radar-network
57811,Redge Technologies sp. z o.o.,PL,0,1,1,low,tor-radar-network
58010,uvensys GmbH,DE,0,1,1,low,tor-radar-network
58299,Openfactory GmbH,DE,0,1,1,low,tor-radar-network
58915,Serversaurus,AU,0,1,1,low,tor-radar-network
58965,ANJANI BROADBAND SOLUTIONS PVT.LTD.,IN,0,1,1,low,tor-radar-network
59444,Andrzej Szreter AMSNET,PL,0,1,1,low,tor-radar-network
59491,Livenet Sp. z o.o.,PL,0,1,1,low,tor-radar-network
59702,Junet AB,SE,0,1,1,low,tor-radar-network
59720,Bofiber AS,NO,0,1,1,low,tor-radar-network
59741,Marco Sandro Naef,CH,0,1,1,low,tor-radar-network
59878,BFB ONE FZ-LLC,US,0,1,1,low,tor-radar-network
59891,FSIT AG,CH,0,1,1,low,tor-radar-network
60131,High5! B.V.,NL,0,1,1,low,tor-radar-network
60191,Nowatel Sp. z o.o.,PL,0,1,1,low,tor-radar-network
60522,KomMITT-Ratingen GmbH,DE,0,1,1,low,tor-radar-network
60900,Adrian Trifonov trading as Ssmidge Technologies,US,0,1,1,low,tor-radar-network
61046,HZ Hosting Ltd,GB,0,1,1,low,tor-radar-network
61157,PlusServer GmbH,DE,0,1,1,low,tor-radar-network
61323,ANS ACADEMY LIMITED,GB,0,1,1,low,tor-radar-network
61424,eServer s.r.o.,SK,0,1,1,low,tor-radar-network
61487,COOPERATIVA ELECTRICA DE SALADILLO,AR,0,1,1,low,tor-radar-network
61493,InterBS S.R.L. (BAEHOST),CA,0,1,1,low,tor-radar-network
62212,SmartApe OU,CZ,0,1,1,low,tor-radar-network
62214,Rackforest Zrt.,HU,0,1,1,low,tor-radar-network
62248,MODIRUM MDPAY OU,NO,0,1,1,low,tor-radar-network
62365,SachsenGigaBit GmbH,DE,0,1,1,low,tor-radar-network
62564,"LINVEO, LLC",US,0,1,1,low,tor-radar-network
63150,BAGE CLOUD LLC,DE,0,1,1,low,tor-radar-network
64073,VETTA TRADING LIMITED,NZ,0,1,1,low,tor-radar-network
131970,Hikarinet Inc.,JP,0,1,1,low,tor-radar-network
132986,Digital Dreams Consulting Pvt Ltd,IN,0,1,1,low,tor-radar-network
134351,Leaseweb Japan K.K.,JP,0,1,1,low,tor-radar-network
134835,Starry Network Limited,HK,0,1,1,low,tor-radar-network
135377,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,US,0,1,1,low,tor-radar-network
135411,Red Grapes Pte Ltd,BD,0,1,1,low,tor-radar-network
135600,Whiz Communications Pte Ltd,US,0,1,1,low,tor-radar-network
138754,Kerala Vision Broad Band Private Limited,IN,0,1,1,low,tor-radar-network
140543,"ReadyDedis, LLC",IN,0,1,1,low,tor-radar-network
147181,Flarezen Ltd.,BD,0,1,1,low,tor-radar-network
150855,MAY SOC COMPANY LIMITED,VN,0,1,1,low,tor-radar-network
152565,JOY SERVICES,IN,0,1,1,low,tor-radar-network
152644,QINIU (CHINA) limited,US,0,1,1,low,tor-radar-network
152900,Onidel Pty Ltd,US,0,1,1,low,tor-radar-network
154317,VyomCloud,IN,0,1,1,low,tor-radar-network
154438,Superstify Technology Pte Ltd,SG,0,1,1,low,tor-radar-network
196967,N.Henulin,SE,0,1,1,low,tor-radar-network
197071,active 1 GmbH,DE,0,1,1,low,tor-radar-network
197448,NT Group Systemy Informatyczne Sp. z o.o.,PL,0,1,1,low,tor-radar-network
197451,Brno University of Technology,CZ,0,1,1,low,tor-radar-network
197902,Hostnet B.V.,NL,0,1,1,low,tor-radar-network
198037,SPACECORE SOLUTION LTD,DE,0,1,1,low,tor-radar-network
198161,"Sokolovska uhelna, pravni nastupce, a.s.",CZ,0,1,1,low,tor-radar-network
198726,Wemaconnect GmbH,DE,0,1,1,low,tor-radar-network
198859,Osuuskunta Keskikaista,FI,0,1,1,low,tor-radar-network
198930,Vereinigte Stadtwerke Media GmbH,DE,0,1,1,low,tor-radar-network
198967,BITel Gesellschaft fuer Telekommunikation mbH,DE,0,1,1,low,tor-radar-network
199091,The Best Media Halina Ostrowska,PL,0,1,1,low,tor-radar-network
199118,Heinlein-Support GmbH,DE,0,1,1,low,tor-radar-network
199319,VOICE-NET-AS,PL,1,0,1,low,asn-vpn-multi-provider
199428,Alvaro Navas,NL,0,1,1,low,tor-radar-network
199754,Adrian Pfeffer,NL,0,1,1,low,tor-radar-network
199829,Akronic Network LTDA,BR,0,1,1,low,tor-radar-network
199912,Layer7 Networks GmbH,FR,0,1,1,low,tor-radar-network
199918,Wilton Arthur Poth,DE,0,1,1,low,tor-radar-network
200088,Artnet Sp. z o.o.,NL,0,1,1,low,tor-radar-network
200233,Berner Fachhochschule,CH,0,1,1,low,tor-radar-network
200490,Felix Annen,DE,0,1,1,low,tor-radar-network
200713,Zettaplan AG,CH,0,1,1,low,tor-radar-network
200912,Joel Krause,NL,0,1,1,low,tor-radar-network
200918,Pavel Zizka,CZ,0,1,1,low,tor-radar-network
200950,Calibour Limited,DE,0,1,1,low,tor-radar-network
201392,Furry Network Services,GB,0,1,1,low,tor-radar-network
202282,FIBRUS NETWORKS LTD,GB,0,1,1,low,tor-radar-network
202329,Verein zur Foerderung freier Netze Region Mittlerer Oberrhein e.V.,DE,0,1,1,low,tor-radar-network
202539,Internetmanufaktur Karlsruhe UG (haftungsbeschraenkt),DE,0,1,1,low,tor-radar-network
203363,Kuroit Limited,GB,0,1,1,low,tor-radar-network
203380,DA International Group Ltd.,BG,0,1,1,low,tor-radar-network
203424,TUSSA IKT AS,NO,0,1,1,low,tor-radar-network
203662,3K33 sp. z o.o.,PL,0,1,1,low,tor-radar-network
203758,EUGAMEHOST LTD,DE,0,1,1,low,tor-radar-network
203919,LUMADOCK LTD,FR,0,1,1,low,tor-radar-network
204548,Kamatera Inc,DE,0,1,1,low,tor-radar-network
204641,HOSTGW SRL,RO,0,1,1,low,tor-radar-network
204666,Jiri Tlapak,CZ,0,1,1,low,tor-radar-network
204911,Digitale Partizipation e.V.,DE,0,1,1,low,tor-radar-network
205703,Stadtwerke Teterow GmbH,DE,0,1,1,low,tor-radar-network
205714,Telemach Hrvatska d.o.o.,HR,0,1,1,low,tor-radar-network
205941,Lungu Stefan Gabriel,US,0,1,1,low,tor-radar-network
206125,Nicklas Yli-Lantta,FI,0,1,1,low,tor-radar-network
206774,Internetnord AB,SE,0,1,1,low,tor-radar-network
207187,"TKR Jasek, s.r.o.",CZ,0,1,1,low,tor-radar-network
207252,Felix Gassan,DE,0,1,1,low,tor-radar-network
207279,Markahost Telekomunikasyon Ve Ticaret Limited Sirketi,TR,0,1,1,low,tor-radar-network
207326,HostLAB Bilisim Teknolojileri A.S.,TR,0,1,1,low,tor-radar-network
207590,Matteo Filiberto Sciacca trading as LocLix,DE,0,1,1,low,tor-radar-network
207728,EUROHOSTER Ltd.,US,0,1,1,low,tor-radar-network
207799,BOTANY SRL,IT,0,1,1,low,tor-radar-network
207841,Inferno Communications Ltd,GB,0,1,1,low,tor-radar-network
207916,Velocity1 Limited,GB,0,1,1,low,tor-radar-network
208101,Michael Kloos,DE,0,1,1,low,tor-radar-network
208674,Association TekitUp,FR,0,1,1,low,tor-radar-network
208677,"""Cloud Technologies"" LLC trading as Cloud.ru",RU,0,1,1,low,tor-radar-network
208723,VDX SYSTEMS LTD,GB,0,1,1,low,tor-radar-network
208988,Buchholz Digital GmbH,DE,0,1,1,low,tor-radar-network
209260,SERVA ONE LTD,RO,0,1,1,low,tor-radar-network
209272,Alviva Holding Limited,UA,0,1,1,low,tor-radar-network
209341,WHG Hosting Services Ltd,DE,0,1,1,low,tor-radar-network
209693,OC NETWORKS LIMITED,NL,0,1,1,low,tor-radar-network
209825,Katanytsia Lyubov Viktorivna,UA,0,1,1,low,tor-radar-network
210100,Adam Chodkowski,US,0,1,1,low,tor-radar-network
210152,Jon Vanvik trading as Vanvik Internet,NO,0,1,1,low,tor-radar-network
210538,KEYUBU Internet ve Bilisim Tic. Ltd. Sti.,UA,0,1,1,low,tor-radar-network
210546,CHSL ONE LTD,DE,0,1,1,low,tor-radar-network
210699,Infrawire Networks SAS,FR,0,1,1,low,tor-radar-network
210718,FIVE CYBER HOST SECURITY S.R.L.,RO,0,1,1,low,tor-radar-network
210874,Box Broadband Limited,GB,0,1,1,low,tor-radar-network
210893,Layered Technologies Limited,GB,0,1,1,low,tor-radar-network
211301,Collin Schneeweiss trading as Unesty Company,DE,0,1,1,low,tor-radar-network
211750,Stef Herman Anton Wolters trading as MC-Node,NL,0,1,1,low,tor-radar-network
212895,Johannes Ernst,CA,0,1,1,low,tor-radar-network
212913,TIME-HOST LTD,RU,0,1,1,low,tor-radar-network
213449,Jann-Ole Wagenaar,DE,0,1,1,low,tor-radar-network
213468,HD-decor Oy,FI,0,1,1,low,tor-radar-network
213877,U1 DIGITAL SERVICES LTD,FI,0,1,1,low,tor-radar-network
213929,UP-NETWORK Sarl,CH,0,1,1,low,tor-radar-network
213959,Florian Overkamp,NL,0,1,1,low,tor-radar-network
214279,DASABO OU,DE,0,1,1,low,tor-radar-network
214854,VULUT BILISIM TEKNOLOJILERI LIMITED SIRKETI,TR,0,1,1,low,tor-radar-network
214902,Philip Fjaera trading as PFWeb Solutions,DE,0,1,1,low,tor-radar-network
215120,Evolus IT Solutions GmbH,AT,0,1,1,low,tor-radar-network
215124,FLEXICORE SASU,FR,0,1,1,low,tor-radar-network
215273,Hexabyte AB,SE,0,1,1,low,tor-radar-network
215365,Tom Gewiese,DE,0,1,1,low,tor-radar-network
215439,PLAY2GO INTERNATIONAL LIMITED,FI,0,1,1,low,tor-radar-network
215467,Skhron OU,SE,0,1,1,low,tor-radar-network
215607,dataforest GmbH,DE,0,1,1,low,tor-radar-network
215703,FREAKHOSTING LTD,DE,0,1,1,low,tor-radar-network
215733,Blacknight Internet Solutions Limited,IE,0,1,1,low,tor-radar-network
215747,NubaCloud B.V.,NL,0,1,1,low,tor-radar-network
216107,Noah van der Aa trading as Frumentum Media,NL,0,1,1,low,tor-radar-network
216275,Netnoerden ApS,DK,0,1,1,low,tor-radar-network
216309,InvisionTech Group S.r.l.,IT,0,1,1,low,tor-radar-network
216475,NKtelecom INC,US,0,1,1,low,tor-radar-network
262369,ok virtual provedor de internet ltda,BR,0,1,1,low,tor-radar-network
262391,ACESSOLINE TELECOMUNICAÇÕES LTDA,BR,0,1,1,low,tor-radar-network
263108,OPANET TELECOMUNICACOES LTDA - ME,BR,0,1,1,low,tor-radar-network
263608,WSNET TELECOM LTDA ME,BR,0,1,1,low,tor-radar-network
263786,COOP. ELECTRICA DE CHACABUCO LTDA.,AR,0,1,1,low,tor-radar-network
264715,COOPERATIVA ELECTRICA LIMITADA DE RUFINO,AR,0,1,1,low,tor-radar-network
270824,ENX Services,BR,0,1,1,low,tor-radar-network
328170,DataKeepers (Pty) Ltd,ZA,0,1,1,low,tor-radar-network
328723,Telasera Technologies PTY LTD,ZA,0,1,1,low,tor-radar-network
329263,Libyan Spider for IT LTD.,LY,0,1,1,low,tor-radar-network
393336,Catalyst Host LLC,US,0,1,1,low,tor-radar-network
393408,University of Portland,US,0,1,1,low,tor-radar-network
393552,Longmont Power & Communications,US,0,1,1,low,tor-radar-network
393746,Amazing Creations and More LLC,US,0,1,1,low,tor-radar-network
394056,BIF IV,US,0,1,1,low,tor-radar-network
394503,Pseudonym.mx LLC,US,0,1,1,low,tor-radar-network
395354,"Starry, Inc.",US,0,1,1,low,tor-radar-network
395570,Beanfield Technologies Inc.,CA,0,1,1,low,tor-radar-network
395662,"OzarksGo, LLC",US,0,1,1,low,tor-radar-network
395853,NYC Mesh Inc.,US,0,1,1,low,tor-radar-network
396982,Google LLC,PL,0,1,1,low,tor-radar-network
397142,City of Fort Collins,US,0,1,1,low,tor-radar-network
399334,Skysilk,US,0,1,1,low,tor-radar-network
399647,Rumble USA Inc.,US,0,1,1,low,tor-radar-network
399760,Zabbly,CA,0,1,1,low,tor-radar-network
400304,Redoubt Networks,US,0,1,1,low,tor-radar-network
400556,"Elcro Digital Services, LLC",US,0,1,1,low,tor-radar-network
400564,"Weston Reed, Sole Proprietorship",US,0,1,1,low,tor-radar-network
400596,Technologies Elixior,CA,0,1,1,low,tor-radar-network
400810,BreezeHost,US,0,1,1,low,tor-radar-network
400848,DHI TECHNICAL SERVICES LLC,US,0,1,1,low,tor-radar-network
400897,PETROSKY CLOUD LLC,FR,0,1,1,low,tor-radar-network
401604,Colocataires Inc.,CA,0,1,1,low,tor-radar-network
401652,"FOREVER BUCKET, INC.",US,0,1,1,low,tor-radar-network
402169,Uscloud Inc,US,0,1,1,low,tor-radar-network
